"id","gender","age","citizenship","previous_offences","kpp","kpw","counts"
"OIO-10313325P","M",41,"POLAND","No cirminal history","WA KPP Lipsko","WA KWP Radom",1
"OIO-10313355F","M",56,"POLAND","No knowledge","WA KPP Grodzisk Maz. (KSP)","WA KSP Warszawa",1
"OIO-103140176K","M",40,"POLAND","No cirminal history","LD KPP Bełchatów","LD KWP Łódź",1
"OIO-10314058D","M",38,"POLAND","No cirminal history","PO KPP Wolsztyn","PO KWP Poznań",1
"OIO-103144093E","M",62,"POLAND","No cirminal history","KA KMP Katowice","KA KWP Katowice",1
"OIO-10314510D","M",37,"POLAND","No knowledge","LU KPP Ryki","LU KWP Lublin",1
"OIO-103147163R","M",30,"POLAND","Different offences","LD KPP Łowicz","LD KWP Łódź",1
"OIO-10315155P","M",39,"POLAND","No knowledge","KA KPP Mikołów","KA KWP Katowice",1
"OIO-103155163T","K",30,"POLAND","No cirminal history","LD KMP Łódź","LD KWP Łódź",1
"OIO-10315844G","M",34,"POLAND","No cirminal history","KA KPP Kłobuck","KA KWP Katowice",1
"OIO-103159138H","M",52,"POLAND","No cirminal history","WA KRP Warszawa II (KSP)","WA KSP Warszawa",1
"OIO-10316142C","M",36,"POLAND","No cirminal history","WA KPP Lipsko","WA KWP Radom",1
"OIO-10316163P","M",41,"POLAND","Simmilar offences","WA KPP Żyrardów","WA KWP Radom",1
"OIO-10316353N","M",38,"POLAND","No knowledge","GD KMP Sopot","GD KWP Gdańsk",1
"OIO-10317831P","M",42,"POLAND","No knowledge","GD KMP Gdańsk","GD KWP Gdańsk",1
"OIO-10319449Y","M",42,"POLAND","Simmilar offences","WA KPP Maków Maz.","WA KWP Radom",1
"OIO-10319520M","M",43,"POLAND","No knowledge","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-10319520M","M",43,"POLAND","Simmilar offences","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-103197113Q","M",35,"POLAND","No knowledge","KK KPP Myślenice","KK KWP Kraków",1
"OIO-10319717E","M",35,"POLAND","No cirminal history","SC KPP Drawsko Pomorskie","SC KWP Szczecin",1
"OIO-10320070U","M",38,"POLAND","Different offences","OL KPP Ełk","OL KWP Olsztyn",1
"OIO-1032011F","M",48,"POLAND","No cirminal history","SC KPP Pyrzyce","SC KWP Szczecin",1
"OIO-10320229P","M",55,"POLAND","No knowledge","OL KPP Lidzbark Warm.","OL KWP Olsztyn",1
"OIO-103203112N","M",69,"POLAND","No cirminal history","LD KMP Piotrków Tryb.","LD KWP Łódź",1
"OIO-10320402K","M",42,"POLAND","No cirminal history","LU KPP Biłgoraj","LU KWP Lublin",1
"OIO-10321387E","M",44,"POLAND","Simmilar offences","BK KPP Grajewo","BK KWP Białystok",1
"OIO-10321603C","M",38,"POLAND","No cirminal history","KK KMP Tarnów","KK KWP Kraków",1
"OIO-103217126J","M",57,"POLAND","No knowledge","WR KPP Świdnica","WR KWP Wrocław",1
"OIO-10321958Y","M",52,"POLAND","Simmilar offences","WR KMP Wałbrzych","WR KWP Wrocław",1
"OIO-10324038Y","M",39,"POLAND","No cirminal history","RZ KPP Ropczyce","RZ KWP Rzeszów",1
"OIO-1032469083U","M",29,"POLAND","No cirminal history","LD KPP Radomsko","LD KWP Łódź",1
"OIO-10325370F","M",39,"POLAND","No knowledge","LD KPP Zgierz","LD KWP Łódź",1
"OIO-10325395Y","M",39,"POLAND","Different offences","LU KPP Świdnik","LU KWP Lublin",1
"OIO-10325691G","M",34,"POLAND","Simmilar offences","GD KPP Kartuzy","GD KWP Gdańsk",1
"OIO-10325872K","M",39,"POLAND","No cirminal history","BK KMP Białystok","BK KWP Białystok",1
"OIO-10327433G","M",81,"POLAND","No knowledge","KK KPP Limanowa","KK KWP Kraków",1
"OIO-103275256H","M",28,"POLAND","No cirminal history","WR KPP Kłodzko","WR KWP Wrocław",1
"OIO-103278216H","M",59,"POLAND","No knowledge","SC KPP Pyrzyce","SC KWP Szczecin",1
"OIO-103283154H","M",31,"POLAND","Simmilar offences","LD KMP Piotrków Tryb.","LD KWP Łódź",1
"OIO-103283219W","M",41,"POLAND","No cirminal history","KA KMP Bielsko-Biała","KA KWP Katowice",1
"OIO-10328343E","M",45,"POLAND","No knowledge","KA KMP Sosnowiec","KA KWP Katowice",1
"OIO-103286116K","M",31,"POLAND","No knowledge","OL KPP Olecko","OL KWP Olsztyn",1
"OIO-10329141R","M",37,"POLAND","No knowledge","BG KMP Włocławek","BG KWP Bydgoszcz",1
"OIO-10329280J","M",39,"POLAND","Simmilar offences","WR KPP Góra","WR KWP Wrocław",1
"OIO-103305164Y","M",58,"POLAND","No cirminal history","WA KPP Otwock (KSP)","WA KSP Warszawa",1
"OIO-103306126M","M",35,"POLAND","No cirminal history","PO KMP Konin","PO KWP Poznań",1
"OIO-10332118A","M",36,"POLAND","No cirminal history","WA KMP Radom","WA KWP Radom",1
"OIO-10332343H","M",56,"POLAND","No cirminal history","RZ KPP Mielec","RZ KWP Rzeszów",1
"OIO-103326133L","M",34,"POLAND","No cirminal history","WR KPP Lubin","WR KWP Wrocław",1
"OIO-10332797K","M",34,"POLAND","Different offences","OP KPP Strzelce Opolskie","OP KWP Opole",1
"OIO-10332931Q","M",39,"POLAND","Simmilar offences","LU KPP Janów Lubelski","LU KWP Lublin",1
"OIO-10333201G","M",61,"POLAND","No cirminal history","LD KPP Opoczno","LD KWP Łódź",1
"OIO-10333219J","M",36,"POLAND","Different offences","LD KMP Łódź","LD KWP Łódź",1
"OIO-1033344C","M",45,"POLAND","No cirminal history","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-10333746M","M",47,"POLAND","No knowledge","GD KMP Gdańsk","GD KWP Gdańsk",1
"OIO-10334031G","M",34,"POLAND","Different offences","WA KPP Grójec","WA KWP Radom",1
"OIO-10334826H","M",41,"POLAND","Simmilar offences","WA KPP Płońsk","WA KWP Radom",1
"OIO-10334948Y","M",38,"POLAND","Simmilar offences","SC KPP Goleniów","SC KWP Szczecin",1
"OIO-10335374Y","M",64,"POLAND","No knowledge","OP KPP Brzeg","OP KWP Opole",1
"OIO-10335443T","M",38,"POLAND","No cirminal history","PO KPP Złotów","PO KWP Poznań",1
"OIO-103361137L","M",38,"POLAND","Simmilar offences","LU KMP Lublin","LU KWP Lublin",1
"OIO-10336641M","M",39,"POLAND","Simmilar offences","KA KMP Chorzów","KA KWP Katowice",1
"OIO-10336929J","M",37,"POLAND","No cirminal history","KA KMP Ruda Śląska","KA KWP Katowice",1
"OIO-103372095P","M",34,"POLAND","Simmilar offences","KK KPP Chrzanów","KK KWP Kraków",1
"OIO-10337228K","M",68,"POLAND","No knowledge","LD KPP Zgierz","LD KWP Łódź",1
"OIO-10337700Q","M",33,"POLAND","Different offences","WR KPP Głogów","WR KWP Wrocław",1
"OIO-1033798L","M",51,"POLAND","Different offences","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-10341137H","M",39,"POLAND","No knowledge","WA KMP Ostrołęka","WA KWP Radom",1
"OIO-10341184C","M",45,"POLAND","No cirminal history","WA KPP Przysucha","WA KWP Radom",1
"OIO-10341554H","M",44,"POLAND","No cirminal history","RZ KPP Jarosław","RZ KWP Rzeszów",1
"OIO-10341778Y","M",43,"POLAND","No knowledge","PO KPP Kościan","PO KWP Poznań",1
"OIO-10341934W","M",41,"POLAND","No cirminal history","LU KMP Lublin","LU KWP Lublin",1
"OIO-10341959E","M",36,"POLAND","No knowledge","LU KPP Kraśnik","LU KWP Lublin",1
"OIO-10342021E","M",61,"POLAND","No cirminal history","OL KPP Nidzica","OL KWP Olsztyn",1
"OIO-10342111C","M",52,"POLAND","No knowledge","LU KPP Kraśnik","LU KWP Lublin",1
"OIO-10342323J","K",44,"POLAND","No cirminal history","LD KMP Łódź","LD KWP Łódź",1
"OIO-10343016G","M",56,"POLAND","No cirminal history","OL KPP Olecko","OL KWP Olsztyn",1
"OIO-10343020U","M",35,"POLAND","No cirminal history","BK KMP Suwałki","BK KWP Białystok",1
"OIO-10343080F","M",37,"POLAND","No knowledge","BG KMP Toruń","BG KWP Bydgoszcz",1
"OIO-10343475A","M",53,"POLAND","No knowledge","LD KPP Sieradz","LD KWP Łódź",1
"OIO-10343595A","M",49,"POLAND","Different offences","KA KMP Zabrze","KA KWP Katowice",1
"OIO-10344177R","M",40,"POLAND","No knowledge","WA KPP Przasnysz","WA KWP Radom",1
"OIO-10344196P","M",35,"POLAND","Different offences","WA KMP Płock","WA KWP Radom",1
"OIO-10344213H","M",40,"POLAND","Different offences","WR KPP Lwówek Śląski","WR KWP Wrocław",1
"OIO-10344309F","M",42,"POLAND","No knowledge","WA KMP Płock","WA KWP Radom",1
"OIO-10345414X","M",39,"POLAND","No cirminal history","LD KPP Łowicz","LD KWP Łódź",1
"OIO-103476144W","M",58,"POLAND","No cirminal history","BK KMP Białystok","BK KWP Białystok",1
"OIO-103477104E","M",67,"POLAND","No cirminal history","BK KMP Suwałki","BK KWP Białystok",1
"OIO-10347833D","M",46,"POLAND","Simmilar offences","OL KPP Kętrzyn","OL KWP Olsztyn",1
"OIO-10347934C","M",38,"POLAND","No cirminal history","OP KPP Głubczyce","OP KWP Opole",1
"OIO-10348506F","M",51,"POLAND","No cirminal history","KI KPP Skarżysko-Kamienna","KI KWP Kielce",1
"OIO-103487102K","M",49,"POLAND","No knowledge","OL KPP Ełk","OL KWP Olsztyn",1
"OIO-103487156Y","M",35,"POLAND","No cirminal history","KK KMP Tarnów","KK KWP Kraków",1
"OIO-10348763U","M",44,"POLAND","No cirminal history","GO KPP Słubice","GO KWP Gorzów Wlkp.",1
"OIO-10348879M","M",49,"POLAND","No cirminal history","BK KPP Sokółka","BK KWP Białystok",1
"OIO-10349105W","M",40,"POLAND","Simmilar offences","WA KPP Warszawa Zach. z/s Stare Babice (KSP)","WA KSP Warszawa",1
"OIO-10349205N","M",41,"POLAND","No knowledge","LU KMP Biała Podlaska","LU KWP Lublin",1
"OIO-103494155R","M",34,"POLAND","No cirminal history","KA KPP Będzin","KA KWP Katowice",1
"OIO-10349691F","M",46,"POLAND","No cirminal history","WA KPP Wyszków","WA KWP Radom",1
"OIO-10349983K","M",49,"POLAND","No cirminal history","KA KMP Częstochowa","KA KWP Katowice",1
"OIO-10350254K","M",56,"POLAND","No cirminal history","BK KMP Łomża","BK KWP Białystok",1
"OIO-10350734U","M",48,"POLAND","No knowledge","BG KPP Aleksandrów Kujawski","BG KWP Bydgoszcz",1
"OIO-10351918X","M",35,"POLAND","No knowledge","OL KMP Olsztyn","OL KWP Olsztyn",1
"OIO-103523130D","M",49,"POLAND","No cirminal history","KK KPP Sucha Besk.","KK KWP Kraków",1
"OIO-103531107A","M",34,"POLAND","No knowledge","KA KMP Ruda Śląska","KA KWP Katowice",1
"OIO-1035312T","M",44,"POLAND","Different offences","SC KPP Goleniów","SC KWP Szczecin",1
"OIO-103537095J","M",55,"POLAND","No cirminal history","PO KMP Poznań","PO KWP Poznań",1
"OIO-103537095J","M",55,"POLAND","No knowledge","PO KMP Poznań","PO KWP Poznań",1
"OIO-10355569E","M",48,"POLAND","Simmilar offences","GO KPP Żary","GO KWP Gorzów Wlkp.",1
"OIO-10355585E","M",52,"POLAND","No knowledge","GO KPP Nowa Sól","GO KWP Gorzów Wlkp.",1
"OIO-10355852M","M",34,"POLAND","No knowledge","BG KPP Żnin","BG KWP Bydgoszcz",1
"OIO-10356040D","M",51,"POLAND","No cirminal history","WA KPP Żyrardów","WA KWP Radom",1
"OIO-10356116U","M",39,"POLAND","Different offences","WR KPP Bolesławiec","WR KWP Wrocław",1
"OIO-10356131M","M",41,"POLAND","No cirminal history","LU KMP Lublin","LU KWP Lublin",1
"OIO-10356479T","M",75,"POLAND","No cirminal history","KA KPP Zawiercie","KA KWP Katowice",1
"OIO-10356598T","M",43,"POLAND","No cirminal history","WA KPP Lipsko","WA KWP Radom",1
"OIO-10357021J","M",67,"POLAND","No knowledge","RZ KPP Sanok","RZ KWP Rzeszów",1
"OIO-10357333E","M",43,"","No knowledge","PO KMP Poznań","PO KWP Poznań",1
"OIO-10357808F","M",49,"POLAND","No knowledge","LU KPP Biłgoraj","LU KWP Lublin",1
"OIO-10357872P","M",40,"POLAND","No cirminal history","KA KPP Będzin","KA KWP Katowice",1
"OIO-10358697E","M",39,"POLAND","Simmilar offences","GD KMP Słupsk","GD KWP Gdańsk",1
"OIO-103599124F","M",48,"POLAND","Different offences","OL KPP Lidzbark Warm.","OL KWP Olsztyn",1
"OIO-10360008W","M",37,"POLAND","No knowledge","WR KPP Lwówek Śląski","WR KWP Wrocław",1
"OIO-103605148K","K",32,"POLAND","Different offences","KA KMP Częstochowa","KA KWP Katowice",1
"OIO-10360617E","M",38,"POLAND","No cirminal history","PO KMP Leszno","PO KWP Poznań",1
"OIO-10361070H","K",62,"POLAND","No cirminal history","LU KPP Świdnik","LU KWP Lublin",1
"OIO-10361101E","M",42,"POLAND","No cirminal history","LU KPP Janów Lubelski","LU KWP Lublin",1
"OIO-10361748M","M",41,"POLAND","No cirminal history","GO KPP Żagań","GO KWP Gorzów Wlkp.",1
"OIO-10362377R","M",64,"POLAND","No cirminal history","RZ KPP Jasło","RZ KWP Rzeszów",1
"OIO-10363199W","M",66,"POLAND","No cirminal history","WA KPP Wołomin (KSP)","WA KSP Warszawa",1
"OIO-10363833F","M",39,"POLAND","No knowledge","LD KPP Zgierz","LD KWP Łódź",1
"OIO-103639187A","M",31,"POLAND","No knowledge","LU KPP Łuków","LU KWP Lublin",1
"OIO-103639187A","M",31,"POLAND","Simmilar offences","LU KPP Łuków","LU KWP Lublin",1
"OIO-10363998A","K",39,"POLAND","No cirminal history","OP KPP Brzeg","OP KWP Opole",1
"OIO-103641156D","K",45,"POLAND","No cirminal history","KA KMP Gliwice","KA KWP Katowice",1
"OIO-10364716G","M",43,"POLAND","No cirminal history","GD KPP Chojnice","GD KWP Gdańsk",1
"OIO-10365002U","M",48,"POLAND","No cirminal history","WR KPP Kłodzko","WR KWP Wrocław",1
"OIO-103651106K","M",30,"POLAND","No knowledge","WA KPP Przysucha","WA KWP Radom",1
"OIO-103651149T","M",57,"POLAND","No cirminal history","WA KPP Przysucha","WA KWP Radom",1
"OIO-10365747M","M",53,"POLAND","No knowledge","WA KPP Wołomin (KSP)","WA KSP Warszawa",1
"OIO-10365904K","M",39,"POLAND","No knowledge","WA KPP Otwock (KSP)","WA KSP Warszawa",1
"OIO-10366223X","M",75,"POLAND","No cirminal history","BK KPP Augustów","BK KWP Białystok",1
"OIO-10366499Y","M",41,"POLAND","No knowledge","WA KPP Pruszków (KSP)","WA KSP Warszawa",1
"OIO-103666093J","M",42,"POLAND","Simmilar offences","LD KMP Piotrków Tryb.","LD KWP Łódź",1
"OIO-103669159G","M",34,"POLAND","No knowledge","KK KPP Zakopane","KK KWP Kraków",1
"OIO-10367171X","M",43,"POLAND","No cirminal history","RZ KPP Ustrzyki Dolne","RZ KWP Rzeszów",1
"OIO-103673141E","M",29,"POLAND","Simmilar offences","WR KPP Lwówek Śląski","WR KWP Wrocław",1
"OIO-10367975Y","M",59,"POLAND","No knowledge","KA KPP Zawiercie","KA KWP Katowice",1
"OIO-10368081N","M",38,"POLAND","Simmilar offences","KK KPP Olkusz","KK KWP Kraków",1
"OIO-103689143J","M",30,"POLAND","Simmilar offences","LU KPP Krasnystaw","LU KWP Lublin",1
"OIO-10369147A","M",65,"POLAND","No cirminal history","WA KPP Kozienice","WA KWP Radom",1
"OIO-103693108Q","M",37,"POLAND","No cirminal history","WR KPP Świdnica","WR KWP Wrocław",1
"OIO-103693108Q","M",37,"POLAND","Simmilar offences","WR KPP Świdnica","WR KWP Wrocław",1
"OIO-10370963K","M",57,"POLAND","No cirminal history","KI KMP Kielce","KI KWP Kielce",1
"OIO-10371386D","M",63,"POLAND","No knowledge","KK KMP Kraków","KK KWP Kraków",1
"OIO-103729199L","M",34,"POLAND","Different offences","KK KMP Kraków","KK KWP Kraków",1
"OIO-103730141H","M",40,"POLAND","No knowledge","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-103732116C","M",31,"POLAND","Simmilar offences","KA KPP Żywiec","KA KWP Katowice",1
"OIO-10373307A","M",42,"POLAND","No cirminal history","KK KPP Dąbrowa Tarn.","KK KWP Kraków",1
"OIO-10373818A","M",51,"POLAND","No knowledge","SC KMP Koszalin","SC KWP Szczecin",1
"OIO-10374006D","M",47,"POLAND","No knowledge","BK KMP Białystok","BK KWP Białystok",1
"OIO-10374006D","M",47,"POLAND","Simmilar offences","BK KMP Białystok","BK KWP Białystok",1
"OIO-10374059R","M",44,"POLAND","Simmilar offences","BG KMP Toruń","BG KWP Bydgoszcz",1
"OIO-103746127A","M",30,"POLAND","No knowledge","WA KPP Zwoleń","WA KWP Radom",1
"OIO-10375601Q","M",37,"POLAND","Different offences","KA KPP Tarnowskie Góry","KA KWP Katowice",1
"OIO-10375754U","M",34,"POLAND","No cirminal history","WR KMP Wałbrzych","WR KWP Wrocław",1
"OIO-10375887E","M",35,"POLAND","No knowledge","GD KPP Puck","GD KWP Gdańsk",1
"OIO-10377248A","M",44,"POLAND","No knowledge","SC KPP Stargard","SC KWP Szczecin",1
"OIO-10377600E","M",43,"POLAND","No knowledge","LU KMP Zamość","LU KWP Lublin",1
"OIO-10378148N","M",48,"POLAND","Simmilar offences","OL KPP Lidzbark Warm.","OL KWP Olsztyn",1
"OIO-10380370H","M",34,"POLAND","Different offences","SC KPP Sławno","SC KWP Szczecin",1
"OIO-10380726E","M",46,"POLAND","No knowledge","GO KPP Nowa Sól","GO KWP Gorzów Wlkp.",1
"OIO-10381060Y","M",60,"POLAND","No cirminal history","GO KMP Zielona Góra","GO KWP Gorzów Wlkp.",1
"OIO-10381261N","K",59,"POLAND","No knowledge","BG KPP Lipno","BG KWP Bydgoszcz",1
"OIO-10381283H","M",52,"POLAND","No cirminal history","BG KPP Mogilno","BG KWP Bydgoszcz",1
"OIO-103813093N","M",28,"POLAND","No knowledge","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-10381320X","M",42,"POLAND","Simmilar offences","BG KMP Bydgoszcz","BG KWP Bydgoszcz",1
"OIO-10381772M","M",60,"POLAND","No cirminal history","WA KMP Radom","WA KWP Radom",1
"OIO-10381854C","M",38,"POLAND","No cirminal history","LD KMP Skierniewice","LD KWP Łódź",1
"OIO-10381975C","M",47,"POLAND","No knowledge","GD KPP Kościerzyna","GD KWP Gdańsk",1
"OIO-10383314U","M",52,"POLAND","No knowledge","WA KRP Warszawa II (KSP)","WA KSP Warszawa",1
"OIO-10383794Q","M",38,"POLAND","No cirminal history","KK KPP Oświęcim","KK KWP Kraków",1
"OIO-10383907P","M",53,"POLAND","No knowledge","LD KPP Sieradz","LD KWP Łódź",1
"OIO-10384431M","M",52,"POLAND","No cirminal history","GD KPP Nowy Dwór Gd.","GD KWP Gdańsk",1
"OIO-10384554T","M",44,"POLAND","No cirminal history","BG KPP Golub-Dobrzyń","BG KWP Bydgoszcz",1
"OIO-10384741Q","M",47,"POLAND","Different offences","PO KMP Konin","PO KWP Poznań",1
"OIO-103848093F","M",31,"POLAND","No cirminal history","KI KPP Opatów","KI KWP Kielce",1
"OIO-10384829N","M",31,"POLAND","Different offences","SC KPP Gryfino","SC KWP Szczecin",1
"OIO-10385098A","M",40,"POLAND","No knowledge","LD KPP Zduńska Wola","LD KWP Łódź",1
"OIO-10385187A","K",40,"POLAND","No knowledge","GD KMP Gdańsk","GD KWP Gdańsk",1
"OIO-10385649D","M",59,"POLAND","No knowledge","LD KPP Pabianice","LD KWP Łódź",1
"OIO-1038600W","M",48,"POLAND","Different offences","SC KPP Stargard","SC KWP Szczecin",1
"OIO-10387106L","M",50,"POLAND","No knowledge","KA KMP Rybnik","KA KWP Katowice",1
"OIO-10387390X","M",34,"POLAND","No knowledge","KA KMP Rybnik","KA KWP Katowice",2
"OIO-10387982L","M",39,"POLAND","Simmilar offences","BK KPP Kolno","BK KWP Białystok",1
"OIO-103882175E","M",36,"POLAND","No cirminal history","BK KMP Łomża","BK KWP Białystok",1
"OIO-103886137N","M",36,"POLAND","No cirminal history","BK KMP Łomża","BK KWP Białystok",1
"OIO-10389108H","M",41,"POLAND","No cirminal history","BG KMP Toruń","BG KWP Bydgoszcz",1
"OIO-103893183C","M",30,"POLAND","No knowledge","GD KPP Kościerzyna","GD KWP Gdańsk",1
"OIO-10389354K","M",47,"POLAND","No cirminal history","BG KPP Brodnica","BG KWP Bydgoszcz",1
"OIO-10389597A","M",60,"POLAND","Different offences","LU KPP Łuków","LU KWP Lublin",1
"OIO-10389757J","M",66,"POLAND","No cirminal history","LU KPP Włodawa","LU KWP Lublin",1
"OIO-10390181W","M",41,"POLAND","No cirminal history","LD KMP Skierniewice","LD KWP Łódź",1
"OIO-10390181W","M",41,"POLAND","Simmilar offences","LD KPP Łódź Wschód","LD KWP Łódź",2
"OIO-10391882T","M",35,"POLAND","No knowledge","KK KPP Kraków Okolice","KK KWP Kraków",1
"OIO-10392799T","M",59,"POLAND","No knowledge","RZ KPP Lesko","RZ KWP Rzeszów",1
"OIO-103932105Y","M",33,"POLAND","Different offences","WR KPP Polkowice","WR KWP Wrocław",1
"OIO-103938150C","M",29,"POLAND","No cirminal history","PO KPP Chodzież","PO KWP Poznań",1
"OIO-10394356P","M",38,"POLAND","No cirminal history","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-10394533M","M",78,"POLAND","No cirminal history","SC KPP Szczecinek","SC KWP Szczecin",1
"OIO-10394987A","M",36,"POLAND","Different offences","WR KPP Bolesławiec","WR KWP Wrocław",1
"OIO-10395430F","M",42,"POLAND","No cirminal history","RZ KMP Rzeszów","RZ KWP Rzeszów",1
"OIO-10396082N","M",44,"POLAND","Different offences","PO KPP Ostrów Wlkp.","PO KWP Poznań",1
"OIO-10396343W","M",43,"POLAND","No knowledge","PO KPP Ostrzeszów","PO KWP Poznań",1
"OIO-10396978U","M",51,"POLAND","No cirminal history","WR KPP Ząbkowice Śląskie","WR KWP Wrocław",1
"OIO-10398660F","M",53,"POLAND","Simmilar offences","OL KPP Olecko","OL KWP Olsztyn",1
"OIO-10398839F","M",44,"POLAND","No cirminal history","BG KMP Toruń","BG KWP Bydgoszcz",1
"OIO-10399116D","M",66,"POLAND","No cirminal history","KA KPP Żywiec","KA KWP Katowice",1
"OIO-10399417Q","M",38,"POLAND","Different offences","RZ KPP Sanok","RZ KWP Rzeszów",1
"OIO-10399607D","M",64,"POLAND","No cirminal history","OL KPP Pisz","OL KWP Olsztyn",1
"OIO-10399696Y","M",35,"POLAND","Different offences","OP KMP Opole","OP KWP Opole",1
"OIO-1040036P","M",37,"POLAND","Different offences","SC KPP Gryfice","SC KWP Szczecin",1
"OIO-10400969C","M",38,"POLAND","Simmilar offences","WA KPP Nowy Dwór Maz. (KSP)","WA KSP Warszawa",1
"OIO-10401436C","M",38,"POLAND","Simmilar offences","BK KMP Białystok","BK KWP Białystok",1
